month,is_inserted,aoi_px,observed_px,observed_frac_of_aoi,p_native_wet_frac,p_resolved_wet_frac
1993-01,False,499979,489233,0.9785070972980865,0.00017578536198498466,0.00017200722430342073
1993-02,False,499979,489225,0.9784910966260583,0.6235965046757627,0.6101836277123639
1993-03,False,499979,489214,0.9784690957020195,0.02478261047312628,0.02424901845877527
1993-04,False,499979,489213,0.9784670956180159,0.010778536138655351,0.010546442950603925
1993-05,False,499979,489168,0.9783770918378571,0.004135593497530501,0.004046169939137444
1993-06,False,499979,68714,0.13743377221843317,0.005326425473702594,0.0007320307452913022
1993-07,False,499979,99739,0.19948637842789396,0.003338714043653937,0.0006660279731748734
1993-08,False,499979,489202,0.9784450946939771,0.00477103527786068,0.004668196064234698
1993-09,False,499979,489246,0.9785330983901324,0.0015411469894490706,0.0015080633386602238
1993-10,False,499979,489236,0.9785130975500971,0.00123457799507804,0.0012080507381310014
1993-11,False,499979,489242,0.9785250980541182,0.0008400750548808156,0.0008220345254500689
1993-12,False,499979,489060,0.9781610827654762,0.006181245654929866,0.006046253942665592
1994-01,False,499979,489246,0.9785330983901324,0.004361813893215274,0.004268179263529068
1994-02,False,499979,28602,0.057206402668912096,0.002377456121949514,0.00013600571223991407
1994-03,False,499979,489234,0.97850909738209,0.01396264364291934,0.01366257382810078
1994-04,False,499979,489225,0.9784910966260583,0.004143287853237263,0.004054170275151556
1994-05,False,499979,489173,0.9783870922578748,0.0028047337036181475,0.002744115252840619
1994-06,False,499979,489068,0.9781770834375044,0.0007504068963825072,0.0007340308292948304
1994-07,False,499979,489128,0.978297088477716,0.000977249308974338,0.0009560401536864549
1994-08,False,499979,489203,0.9784470947779806,0.0012244405696612655,0.0011980503181133607
1994-09,False,499979,489221,0.9784830962900442,0.0010772227684420742,0.0010540442698593342
1994-10,False,499979,489251,0.97854309881015,0.0005682154967491124,0.0005560233529808252
1994-11,False,499979,489221,0.9784830962900442,0.00046195891018578514,0.0004520189847973615
1994-12,False,499979,337205,0.6744383264097092,0.0009282187393425365,0.0006260262931043104
